id:ID,name,type:LABEL
Q9P2E9,Ribosome-binding protein 1,Protein
DB12339,Radezolid,Drug
Q9P2F6,Rho GTPase-activating protein 20,Protein
Q9P2F9,Zinc finger protein 319,Protein
Q9P2G1,Ankyrin repeat and IBR domain-containing protein 1,Protein
Q9P2G3,Kelch-like protein 14,Protein
Q9P2G4,Microtubule-associated protein 10,Protein
Q9P2G9,Kelch-like protein 8,Protein
Q9P2H0,Centrosomal protein of 126 kDa,Protein
Q9P2H3,Intraflagellar transport protein 80 homolog,Protein
611263,Short-rib thoracic dysplasia 2 with or without polydactyly,Disease
Q9P2H5,Ubiquitin carboxyl-terminal hydrolase 35,Protein
Q9P2I0,Cleavage and polyadenylation specificity factor subunit 2,Protein
Q9P2J2,Protein turtle homolog A,Protein
Q9P2J3,Kelch-like protein 9,Protein
Q9P2J5,"Leucine--tRNA ligase, cytoplasmic",Protein
615438,Infantile liver failure syndrome 1,Disease
Q9P2K1,Coiled-coil and C2 domain-containing protein 2A,Protein
612284,Meckel syndrome 6,Disease
612285,Joubert syndrome 9,Disease
619111,COACH syndrome 2,Disease
619845,Retinitis pigmentosa 93,Disease
Q9P2K2,Thioredoxin domain-containing protein 16,Protein
Q9P2K3,REST corepressor 3,Protein
Q9P2K5,Myelin expression factor 2,Protein
Q9P2K6,Kelch-like protein 42,Protein
Q9P2K8,eIF-2-alpha kinase GCN2,Protein
234810,"Pulmonary venoocclusive disease 2, autosomal recessive",Disease
Q9P2K9,Protein dispatched homolog 3,Protein
Q9P2L0,WD repeat-containing protein 35,Protein
613610,Cranioectodermal dysplasia 2,Disease
614091,Short-rib thoracic dysplasia 7 with or without polydactyly,Disease
Q9P2M1,LRP2-binding protein,Protein
Q9P2M4,TBC1 domain family member 14,Protein
Q9P2M7,Cingulin,Protein
Q9P2N2,Rho GTPase-activating protein 28,Protein
Q9P2N4,A disintegrin and metalloproteinase with thrombospondin motifs 9,Protein
Q9P2N6,KAT8 regulatory NSL complex subunit 3,Protein
Q9P2N7,Kelch-like protein 13,Protein
Q9P2P5,E3 ubiquitin-protein ligase HECW2,Protein
617268,"Neurodevelopmental disorder with hypotonia, seizures, and absent language",Disease
Q9P2P6,StAR-related lipid transfer protein 9,Protein
Q9P2Q2,FERM domain-containing protein 4A,Protein
616819,"Agenesis of the corpus callosum, with facial anomalies and cerebellar ataxia",Disease
Q9P2R3,Rabankyrin-5,Protein
Q9P2R6,Arginine-glutamic acid dipeptide repeats protein,Protein
616975,"Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart",Disease
Q9P2R7,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",Protein
612073,Mitochondrial DNA depletion syndrome 5,Disease
Q9P2S2,Neurexin-2,Protein
Q9P2S5,WD repeat-containing protein WRAP73,Protein
Q9P2T0,Sperm microtubule associated protein 2,Protein
Q9P2T1,GMP reductase 2,Protein
Q9P2U7,Vesicular glutamate transporter 1-dependent inorganic phosphate cotransporter),Protein
Q9P2U8,Vesicular glutamate transporter 2-dependent inorganic phosphate cotransporter),Protein
Q9P2W1,Homologous-pairing protein 2 homolog,Protein
614324,Ovarian dysgenesis 3,Disease
Q9P2W3,Guanine nucleotide-binding protein G/G/G subunit gamma-13,Protein
Q9P2W7,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1,Protein
Q9P2W9,Syntaxin-18,Protein
Q9P2X0,Dolichol-phosphate mannosyltransferase subunit 3,Protein
618992,Muscular dystrophy-dystroglycanopathy congenital with impaired intellectual development B15,Disease
612937,Muscular dystrophy-dystroglycanopathy limb-girdle C15,Disease
Q9P2X3,Protein IMPACT,Protein
Q9P2Y4,Zinc finger protein 219,Protein
Q9P2Y5,UV radiation resistance-associated gene protein,Protein
Q9UBB4,Ataxin-10,Protein
603516,Spinocerebellar ataxia 10,Disease
Q9UBB5,Methyl-CpG-binding domain protein 2,Protein
Q9UBB6,Neurochondrin,Protein
619373,Neurodevelopmental disorder with infantile epileptic spasms,Disease
Q9UBB9,Tuftelin-interacting protein 11,Protein
Q9UBC0,Hepatocyte nuclear factor 6,Protein
Q9UBC1,NF-kappa-B inhibitor-like protein 1,Protein
Q9UBC2,Epidermal growth factor receptor substrate 15-like 1,Protein
Q9UBC3,DNA-methyltransferase 3B,Protein
242860,Immunodeficiency-centromeric instability-facial anomalies syndrome 1,Disease
619478,"Facioscapulohumeral muscular dystrophy 4, digenic",Disease
Q9UBC5,Unconventional myosin-Ia,Protein
Q9UBC7,Galanin-like peptide,Protein
Q9UBC9,Small proline-rich protein 3,Protein
Q9UBD0,"Heat shock transcription factor, X-linked",Protein
Q9UBD3,Cytokine SCM-1 beta,Protein
Q9UBD5,Origin recognition complex subunit 3,Protein
Q9UBD6,Ammonium transporter Rh type C,Protein
Q9UBD9,Cardiotrophin-like cytokine factor 1,Protein
610313,Crisponi/Cold-induced sweating syndrome 2,Disease
Q9UBE0,"SUMO-activating enzyme subunit 1 [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed]",Protein
Q9UBE8,Serine/threonine-protein kinase NLK,Protein
Q9UBF1,Melanoma-associated antigen C2,Protein
Q9UBF2,Coatomer subunit gamma-2,Protein
Q9UBF6,RING-box protein 2,Protein
Q9UBF8,Phosphatidylinositol 4-kinase beta,Protein
620281,"Deafness, autosomal dominant, 87",Disease
Q9UBF9,Myotilin,Protein
609200,"Myopathy, myofibrillar, 3",Disease
Q9UBG0,C-type mannose receptor 2,Protein
Q9UBG3,Cornulin,Protein
Q9UBH0,Interleukin-36 receptor antagonist protein,Protein
614204,"Psoriasis 14, pustular",Disease
Q9UBH6,Solute carrier family 53 member 1,Protein
616413,"Basal ganglia calcification, idiopathic, 6",Disease
Q9UBI1,COMM domain-containing protein 3,Protein
Q9UBI4,Stomatin-like protein 1,Protein
Q9UBI6,Guanine nucleotide-binding protein G/G/G subunit gamma-12,Protein
Q9UBJ2,ATP-binding cassette sub-family D member 2,Protein
Q9UBK2,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,Protein
Q9UBK5,Hematopoietic cell signal transducer,Protein
Q9UBK8,Methionine synthase reductase,Protein
236270,"Homocystinuria-megaloblastic anemia, cblE complementation type",Disease
Q9UBK9,Protein UXT,Protein
Q9UBL3,Set1/Ash2 histone methyltransferase complex subunit ASH2,Protein
Q9UBL6,Copine-7,Protein
Q9UBL9,P2X purinoceptor 2,Protein
608224,"Deafness, autosomal dominant, 41",Disease
Q9UBM1,Phosphatidylethanolamine N-methyltransferase,Protein
Q9UBM4,Opticin,Protein
Q9UBM7,7-dehydrocholesterol reductase-reductase),Protein
270400,Smith-Lemli-Opitz syndrome,Disease
Q9UBM8,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",Protein
Q9UBN1,Voltage-dependent calcium channel gamma-4 subunit,Protein
Q9UBN4,Short transient receptor potential channel 4,Protein
Q9UBN6,Tumor necrosis factor receptor superfamily member 10D,Protein
Q9UBN7,Histone deacetylase 6,Protein
300863,"Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia",Disease
Q9UBP0,Spastin,Protein
182601,"Spastic paraplegia 4, autosomal dominant",Disease
Q9UBP4,Dickkopf-related protein 3,Protein
Q9UBP5,Hairy/enhancer-of-split related with YRPW motif protein 2,Protein
Q9UBP6,tRNA-)-methyltransferase-)-methyltransferase)-)-methyltransferase)-N)-methyltransferase)-methyltransferase),Protein
Q9UBP9,PTB domain-containing engulfment adapter protein 1,Protein
Q9UBQ0,Vacuolar protein sorting-associated protein 29,Protein
Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K,Protein
Q9UBQ6,Exostosin-like 2 [Cleaved into: Processed exostosin-like 2],Protein
Q9UBQ7,Glyoxylate reductase/hydroxypyruvate reductase,Protein
260000,Hyperoxaluria primary 2,Disease
Q9UBR1,Beta-ureidopropionase,Protein
613161,Beta-ureidopropionase deficiency,Disease
Q9UBR2,Cathepsin Z,Protein
Q9UBR4,LIM/homeobox protein Lhx3,Protein
221750,"Pituitary hormone deficiency, combined, 3",Disease
Q9UBR5,Chemokine-like factor,Protein
Q9UBS0,Ribosomal protein S6 kinase beta-2,Protein
Q9UBS3,DnaJ homolog subfamily B member 9,Protein
Q9UBS4,DnaJ homolog subfamily B member 11,Protein
618061,Polycystic kidney disease 6 with or without polycystic liver disease,Disease
Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1,Protein
620502,Neurodevelopmental disorder with language delay and variable cognitive abnormalities,Disease
DB12098,L-Baclofen,Drug
Q9UBS8,E3 ubiquitin-protein ligase RNF14,Protein
Q9UBS9,SUN domain-containing ossification factor,Protein
Q9UBT2,SUMO-activating enzyme subunit 2,Protein
619959,ACCES syndrome,Disease
Q9UBT3,Dickkopf-related protein 4 [Cleaved into: Dickkopf-related protein 4 short form],Protein
Q9UBT6,DNA polymerase kappa,Protein
Q9UBT7,Alpha-catulin,Protein
Q9UBU2,Dickkopf-related protein 2,Protein
Q9UBU3,Appetite-regulating hormone [Cleaved into: Ghrelin-27; Ghrelin-28; Obestatin],Protein
Q9UBU7,Protein DBF4 homolog A,Protein
Q9UBU8,Mortality factor 4-like protein 1,Protein
Q9UBU9,Nuclear RNA export factor 1,Protein
Q9UBV2,Protein sel-1 homolog 1,Protein
Q9UBV4,Protein Wnt-16,Protein
Q9UBV7,"Beta-1,4-galactosyltransferase 7",Protein
130070,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Disease
Q9UBV8,Peflin,Protein
Q9UBW5,Bridging integrator 2,Protein
Q9UBW7,Zinc finger MYM-type protein 2,Protein
619522,Neurodevelopmental-craniofacial syndrome with variable renal and cardiac abnormalities,Disease
Q9UBW8,COP9 signalosome complex subunit 7a,Protein
Q9UBX0,Homeobox expressed in ES cells 1,Protein
182230,Septooptic dysplasia,Disease
Q9UBX1,Cathepsin F,Protein
615362,"Ceroid lipofuscinosis, neuronal, 13",Disease
Q9UBX2,Double homeobox protein 4,Protein
Q9UBX3,Mitochondrial dicarboxylate carrier,Protein
618972,Mitochondrial DNA depletion syndrome 19,Disease
Q9UBX5,Fibulin-5,Protein
619764,"Charcot-Marie-Tooth disease, demyelinating, 1H",Disease
614434,"Cutis laxa, autosomal dominant, 2",Disease
219100,"Cutis laxa, autosomal recessive, 1A",Disease
608895,"Macular degeneration, age-related, 3",Disease
Q9UBX7,Kallikrein-11 [Cleaved into: Kallikrein-11 inactive chain 1; Kallikrein-11 inactive chain 2],Protein
620507,Ichthyosis with erythrokeratoderma,Disease
Q9UBX8,"Beta-1,4-galactosyltransferase 6",Protein
Q9UBY0,Sodium/hydrogen exchanger 2/H exchanger 2),Protein
Q9UBY5,Lysophosphatidic acid receptor 3,Protein
Q9UBY8,Protein CLN8,Protein
600143,"Ceroid lipofuscinosis, neuronal, 8",Disease
610003,"Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant",Disease
Q9UBY9,Heat shock protein beta-7,Protein
Q9UBZ4,DNA- endonuclease 2,Protein
Q9UBZ9,DNA repair protein REV1,Protein
Q9UC07,Zinc finger protein 69,Protein
Q9UD71,Protein phosphatase 1 regulatory subunit 1B,Protein
Q9UDR5,"Alpha-aminoadipic semialdehyde synthase, mitochondrial [Includes: Lysine ketoglutarate reductase; Saccharopine dehydrogenase]",Protein
238700,"Hyperlysinemia, 1",Disease
Q9UDT6,CAP-Gly domain-containing linker protein 2,Protein
Q9UDV6,Zinc finger protein 212,Protein
Q9UDW1,Cytochrome b-c1 complex subunit 9,Protein
Q9UDW3,Zinc finger matrin-type protein 5,Protein
Q9UDX3,SEC14-like protein 4,Protein
Q9UDY2,Tight junction protein ZO-2,Protein
607748,"Hypercholanemia, familial, 1",Disease
615878,"Cholestasis, progressive familial intrahepatic, 4",Disease
Q9UDY4,DnaJ homolog subfamily B member 4,Protein
620326,Congenital myopathy 21 with early respiratory failure,Disease
Q9UDY6,Tripartite motif-containing protein 10,Protein
Q9UDY8,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Protein
615468,Immunodeficiency 12,Disease
Q9UEE5,Serine/threonine-protein kinase 17A,Protein
Q9UEF7,Klotho [Cleaved into: Klotho peptide],Protein
617994,"Tumoral calcinosis, hyperphosphatemic, familial, 3",Disease
Q9UEG4,Zinc finger protein 629,Protein
Q9UER7,Death domain-associated protein 6,Protein
Q9UET6,tRNA/guanosine-2'-O)-methyltransferase,Protein
309549,"Intellectual developmental disorder, X-linked 9",Disease
Q9UEU0,Vesicle transport through interaction with t-SNAREs homolog 1B,Protein
Q9UEW3,Macrophage receptor MARCO,Protein
Q9UEW8,STE20/SPS1-related proline-alanine-rich protein kinase,Protein
Q9UEY8,Gamma-adducin,Protein
617008,"Cerebral palsy, spastic quadriplegic 3",Disease
Q9UF11,Pleckstrin homology domain-containing family B member 1,Protein
Q9UF12,Hydroxyproline dehydrogenase,Protein
Q9UF33,Ephrin type-A receptor 6,Protein
Q9UF56,F-box/LRR-repeat protein 17,Protein
Q9UFB7,Zinc finger and BTB domain-containing protein 47,Protein
Q9UFC0,Leucine-rich repeat and WD repeat-containing protein 1,Protein
Q9UFD9,RIMS-binding protein 3A,Protein
Q9UFE4,Coiled-coil domain-containing protein 39,Protein
613807,"Ciliary dyskinesia, primary, 14",Disease
Q9UFF9,CCR4-NOT transcription complex subunit 8,Protein
Q9UFG5,UPF0449 protein C19orf25,Protein
Q9UFH2,Dynein axonemal heavy chain 17,Protein
618643,Spermatogenic failure 39,Disease
Q9UFP1,Golgi-associated kinase 1A,Protein
Q9UFW8,CGG triplet repeat-binding protein 1,Protein
Q9UG01,Intraflagellar transport protein 172 homolog,Protein
615630,Short-rib thoracic dysplasia 10 with or without polydactyly,Disease
616394,Retinitis pigmentosa 71,Disease
619471,Bardet-Biedl syndrome 20,Disease
Q9UG22,GTPase IMAP family member 2,Protein
Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]",Protein
618889,Liberfarb syndrome,Disease
Q9UGB7,Inositol oxygenase,Protein
Q9UGC6,Regulator of G-protein signaling 17,Protein
Q9UGC7,"Peptide chain release factor 1-like, mitochondrial",Protein
Q9UGH3,Solute carrier family 23 member 2/L-ascorbic acid transporter 2),Protein
Q9UGI0,Ubiquitin thioesterase ZRANB1,Protein
Q9UGI6,Small conductance calcium-activated potassium channel protein 3,Protein
618658,Zimmermann-Laband syndrome 3,Disease
Q9UGI8,Testin,Protein
Q9UGI9,5'-AMP-activated protein kinase subunit gamma-3,Protein
Q9UGJ0,5'-AMP-activated protein kinase subunit gamma-2,Protein
194200,Wolff-Parkinson-White syndrome,Disease
600858,"Cardiomyopathy, familial hypertrophic, 6",Disease
261740,Glycogen storage disease of heart lethal congenital,Disease
Q9UGJ1,Gamma-tubulin complex component 4,Protein
616335,"Microcephaly and chorioretinopathy, autosomal recessive, 3",Disease
Q9UGK3,Signal-transducing adaptor protein 2,Protein
Q9UGK8,Secretion-regulating guanine nucleotide exchange factor,Protein
Q9UGL1,Lysine-specific demethylase 5B demethylase 5B),Protein
618109,"Intellectual developmental disorder, autosomal recessive 65",Disease
Q9UGL9,Cysteine-rich C-terminal protein 1,Protein
Q9UGM1,Neuronal acetylcholine receptor subunit alpha-9,Protein
Q9UGM3,Scavenger receptor cysteine-rich domain-containing protein DMBT1,Protein
Q9UGM5,Fetuin-B,Protein
Q9UGM6,"Tryptophan--tRNA ligase, mitochondrialTrpRS)",Protein
617710,"Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures",Disease
619738,"Parkinsonism-dystonia 3, childhood-onset",Disease
Q9UGN4,CMRF35-like molecule 8,Protein
Q9UGN5,Poly [ADP-ribose] polymerase 2 ADP-ribosyltransferase 2),Protein
Q9UGP4,LIM domain-containing protein 1,Protein
Q9UGP5,DNA polymerase lambda,Protein
Q9UGP8,Translocation protein SEC63 homolog,Protein
617004,Polycystic liver disease 2 with or without kidney cysts,Disease
Q9UGQ2,Calcium channel flower homolog,Protein
Q9UGQ3,"Solute carrier family 2, facilitated glucose transporter member 6",Protein
Q9UGR2,Zinc finger CCCH domain-containing protein 7B,Protein
Q9UGT4,Sushi domain-containing protein 2,Protein
Q9UGU0,Transcription factor 20,Protein
618430,Developmental delay with variable intellectual impairment and behavioral abnormalities,Disease
Q9UGU5,HMG domain-containing protein 4,Protein
Q9UGY1,Nucleolar protein 12,Protein
Q9UH03,Neuronal-specific septin-3,Protein
Q9UH17,DNA dC->dU-editing enzyme APOBEC-3B,Protein
Q9UH65,Switch-associated protein 70,Protein
Q9UH73,Transcription factor COE1,Protein
Q9UH77,Kelch-like protein 3,Protein
614495,Pseudohypoaldosteronism 2D,Disease
Q9UH92,Max-like protein X,Protein
Q9UH99,SUN domain-containing protein 2,Protein
Q9UHA4,Ragulator complex protein LAMTOR3,Protein
Q9UHA7,Interleukin-36 alpha,Protein
Q9UHB4,NADPH-dependent diflavin oxidoreductase 1,Protein
Q9UHB6,LIM domain and actin-binding protein 1,Protein
Q9UHB7,AF4/FMR2 family member 4,Protein
616368,CHOPS syndrome,Disease
Q9UHB9,Signal recognition particle subunit SRP68,Protein
620534,"Neutropenia, severe congenital, 10, autosomal recessive",Disease
Q9UHC1,DNA mismatch repair protein Mlh3,Protein
614385,Hereditary non-polyposis colorectal cancer 7,Disease
Q9UHC3,Acid-sensing ion channel 3,Protein
Q9UHC6,Contactin-associated protein-like 2,Protein
612100,Autism 15,Disease
610042,Pitt-Hopkins-like syndrome 1,Disease
Q9UHC7,E3 ubiquitin-protein ligase makorin-1,Protein
Q9UHC9,NPC1-like intracellular cholesterol transporter 1,Protein
Q9UHD0,Interleukin-19,Protein
Q9UHD1,Cysteine and histidine-rich domain-containing protein 1,Protein
Q9UHD2,Serine/threonine-protein kinase TBK1,Protein
177700,"Glaucoma 1, open angle, P",Disease
616439,Frontotemporal dementia and/or amyotrophic lateral sclerosis 4,Disease
617900,"Encephalopathy, acute, infection-induced, 8, herpes-specific",Disease
Q9UHD4,Lipid transferase CIDEB,Protein
Q9UHD8,Septin-9,Protein
162100,Hereditary neuralgic amyotrophy,Disease
Q9UHD9,Ubiquilin-2,Protein
300857,"Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia",Disease
Q9UHE5,N-acetyltransferase 8,Protein
Q9UHE8,STEAP1 protein,Protein
Q9UHF0,Tachykinin-3 [Cleaved into: Neurokinin-B],Protein
614839,Hypogonadotropic hypogonadism 10 with or without anosmia,Disease
Q9UHF1,Epidermal growth factor-like protein 7,Protein
Q9UHF3,Putative N-acetyltransferase 8B,Protein
Q9UHF4,Interleukin-20 receptor subunit alpha,Protein
Q9UHF7,Zinc finger transcription factor Trps1,Protein
190350,Tricho-rhino-phalangeal syndrome 1,Disease
150230,Tricho-rhino-phalangeal syndrome 2,Disease
190351,Tricho-rhino-phalangeal syndrome 3,Disease
Q9UHG0,Doublecortin domain-containing protein 2,Protein
616217,Nephronophthisis 19,Disease
610212,"Deafness, autosomal recessive, 66",Disease
617394,"Sclerosing cholangitis, neonatal",Disease
Q9UHG2,ProSAAS [Cleaved into: KEP; Big SAAS; Little SAAS; Big PEN-LEN); PEN; Little LEN; Big LEN)],Protein
Q9UHG3,Prenylcysteine oxidase 1,Protein
Q9UHH9,Inositol hexakisphosphate kinase 2-uptake stimulator),Protein
Q9UHI5,Large neutral amino acids transporter small subunit 2,Protein
Q9UHI6,Probable ATP-dependent RNA helicase DDX20,Protein
Q9UHI7,Solute carrier family 23 member 1/L-ascorbic acid transporter 1),Protein
Q9UHI8,A disintegrin and metalloproteinase with thrombospondin motifs 1,Protein
Q9UHJ3,Scm-like with four MBT domains protein 1,Protein
Q9UHJ6,Sedoheptulokinase,Protein
617213,Sedoheptulokinase deficiency,Disease
Q9UHJ9,Post-GPI attachment to proteins factor 2,Protein
614207,Hyperphosphatasia with impaired intellectual development syndrome 3,Disease
Q9UHK0,FMR1-interacting protein NUFIP1,Protein
Q9UHK6,Alpha-methylacyl-CoA racemase,Protein
614307,Alpha-methylacyl-CoA racemase deficiency,Disease
214950,Congenital bile acid synthesis defect 4,Disease
Q9UHL0,ATP-dependent RNA helicase DDX25,Protein
Q9UHL4,Dipeptidyl peptidase 2,Protein
Q9UHL9,General transcription factor II-I repeat domain-containing protein 1,Protein
Q9UHM6,Melanopsin,Protein
